1vac # comment line
1 # universal scaling factor
1.35103995e+00 6.75519974e+00 1.35103995e+00 Si
1.35103995e+00 6.75519974e+00 6.75519974e+00 Si
6.75519974e+00 -4.05311984e+00 -4.05311984e+00 Si
6.75519974e+00 -4.05311984e+00 1.35103995e+00 Si
6.75519974e+00 -4.05311984e+00 6.75519974e+00 Si
6.75519974e+00 1.35103995e+00 -4.05311984e+00 Si
6.75519974e+00 1.35103995e+00 1.35103995e+00 Si
6.75519974e+00 1.35103995e+00 6.75519974e+00 Si
6.75519974e+00 6.75519974e+00 -4.05311984e+00 Si
6.75519974e+00 6.75519974e+00 1.35103995e+00 Si
6.75519974e+00 6.75519974e+00 6.75519974e+00 Si
-1.35103995e+00 -1.35103995e+00 -4.05311984e+00 Si
-1.35103995e+00 -1.35103995e+00 1.35103995e+00 Si
-1.35103995e+00 -1.35103995e+00 6.75519974e+00 Si
-1.35103995e+00 4.05311984e+00 -4.05311984e+00 Si
-1.35103995e+00 4.05311984e+00 1.35103995e+00 Si
-1.35103995e+00 4.05311984e+00 6.75519974e+00 Si
-1.35103995e+00 9.45727963e+00 -4.05311984e+00 Si
-1.35103995e+00 9.45727963e+00 1.35103995e+00 Si
-1.35103995e+00 9.45727963e+00 6.75519974e+00 Si
4.05311984e+00 -1.35103995e+00 -4.05311984e+00 Si
4.05311984e+00 -1.35103995e+00 1.35103995e+00 Si
4.05311984e+00 -1.35103995e+00 6.75519974e+00 Si
4.05311984e+00 4.05311984e+00 -4.05311984e+00 Si
4.05311984e+00 4.05311984e+00 1.35103995e+00 Si
4.05311984e+00 4.05311984e+00 6.75519974e+00 Si
4.05311984e+00 9.45727963e+00 -4.05311984e+00 Si
4.05311984e+00 9.45727963e+00 1.35103995e+00 Si
4.05311984e+00 9.45727963e+00 6.75519974e+00 Si
9.45727963e+00 -1.35103995e+00 -4.05311984e+00 Si
9.45727963e+00 -1.35103995e+00 1.35103995e+00 Si
9.45727963e+00 -1.35103995e+00 6.75519974e+00 Si
9.45727963e+00 4.05311984e+00 -4.05311984e+00 Si
9.45727963e+00 4.05311984e+00 1.35103995e+00 Si
9.45727963e+00 4.05311984e+00 6.75519974e+00 Si
9.45727963e+00 9.45727963e+00 -4.05311984e+00 Si
9.45727963e+00 9.45727963e+00 1.35103995e+00 Si
9.45727963e+00 9.45727963e+00 6.75519974e+00 Si
-1.35103995e+00 -4.05311984e+00 -1.35103995e+00 Si
-1.35103995e+00 -4.05311984e+00 4.05311984e+00 Si
-1.35103995e+00 -4.05311984e+00 9.45727963e+00 Si
-1.35103995e+00 1.35103995e+00 -1.35103995e+00 Si
-1.35103995e+00 1.35103995e+00 4.05311984e+00 Si
-1.35103995e+00 1.35103995e+00 9.45727963e+00 Si
-1.35103995e+00 6.75519974e+00 -1.35103995e+00 Si
-1.35103995e+00 6.75519974e+00 4.05311984e+00 Si
-1.35103995e+00 6.75519974e+00 9.45727963e+00 Si
4.05311984e+00 -4.05311984e+00 -1.35103995e+00 Si
4.05311984e+00 -4.05311984e+00 4.05311984e+00 Si
4.05311984e+00 -4.05311984e+00 9.45727963e+00 Si
4.05311984e+00 1.35103995e+00 -1.35103995e+00 Si
4.05311984e+00 1.35103995e+00 4.05311984e+00 Si
4.05311984e+00 1.35103995e+00 9.45727963e+00 Si
4.05311984e+00 6.75519974e+00 -1.35103995e+00 Si
4.05311984e+00 6.75519974e+00 4.05311984e+00 Si
4.05311984e+00 6.75519974e+00 9.45727963e+00 Si
9.45727963e+00 -4.05311984e+00 -1.35103995e+00 Si
9.45727963e+00 -4.05311984e+00 4.05311984e+00 Si
9.45727963e+00 -4.05311984e+00 9.45727963e+00 Si
9.45727963e+00 1.35103995e+00 -1.35103995e+00 Si
9.45727963e+00 1.35103995e+00 4.05311984e+00 Si
9.45727963e+00 1.35103995e+00 9.45727963e+00 Si
9.45727963e+00 6.75519974e+00 -1.35103995e+00 Si
9.45727963e+00 6.75519974e+00 4.05311984e+00 Si
9.45727963e+00 6.75519974e+00 9.45727963e+00 Si
-4.05311984e+00 -1.35103995e+00 -1.35103995e+00 Si
-4.05311984e+00 -1.35103995e+00 4.05311984e+00 Si
-4.05311984e+00 -1.35103995e+00 9.45727963e+00 Si
-4.05311984e+00 4.05311984e+00 -1.35103995e+00 Si
-4.05311984e+00 4.05311984e+00 4.05311984e+00 Si
-4.05311984e+00 4.05311984e+00 9.45727963e+00 Si
-4.05311984e+00 9.45727963e+00 -1.35103995e+00 Si
-4.05311984e+00 9.45727963e+00 4.05311984e+00 Si
-4.05311984e+00 9.45727963e+00 9.45727963e+00 Si
1.35103995e+00 -1.35103995e+00 -1.35103995e+00 Si
1.35103995e+00 -1.35103995e+00 4.05311984e+00 Si
1.35103995e+00 -1.35103995e+00 9.45727963e+00 Si
1.35103995e+00 4.05311984e+00 -1.35103995e+00 Si
1.35103995e+00 4.05311984e+00 4.05311984e+00 Si
1.35103995e+00 4.05311984e+00 9.45727963e+00 Si
1.35103995e+00 9.45727963e+00 -1.35103995e+00 Si
1.35103995e+00 9.45727963e+00 4.05311984e+00 Si
1.35103995e+00 9.45727963e+00 9.45727963e+00 Si
6.75519974e+00 -1.35103995e+00 -1.35103995e+00 Si
6.75519974e+00 -1.35103995e+00 4.05311984e+00 Si
6.75519974e+00 -1.35103995e+00 9.45727963e+00 Si
6.75519974e+00 4.05311984e+00 -1.35103995e+00 Si
6.75519974e+00 4.05311984e+00 4.05311984e+00 Si
6.75519974e+00 4.05311984e+00 9.45727963e+00 Si
6.75519974e+00 9.45727963e+00 -1.35103995e+00 Si
6.75519974e+00 9.45727963e+00 4.05311984e+00 Si
6.75519974e+00 9.45727963e+00 9.45727963e+00 Si
