1vac # comment line
8.61320250e+00 0.00000000e+00 -2.87106750e+00 Si
8.61320250e+00 0.00000000e+00 2.87106750e+00 Si
8.61320250e+00 0.00000000e+00 8.61320250e+00 Si
8.61320250e+00 5.74213500e+00 -2.87106750e+00 Si
8.61320250e+00 5.74213500e+00 2.87106750e+00 Si
8.61320250e+00 5.74213500e+00 8.61320250e+00 Si
-5.74213500e+00 -2.87106750e+00 -2.87106750e+00 Si
-5.74213500e+00 -2.87106750e+00 2.87106750e+00 Si
-5.74213500e+00 -2.87106750e+00 8.61320250e+00 Si
-5.74213500e+00 2.87106750e+00 -2.87106750e+00 Si
-5.74213500e+00 2.87106750e+00 2.87106750e+00 Si
-5.74213500e+00 2.87106750e+00 8.61320250e+00 Si
-5.74213500e+00 8.61320250e+00 -2.87106750e+00 Si
-5.74213500e+00 8.61320250e+00 2.87106750e+00 Si
-5.74213500e+00 8.61320250e+00 8.61320250e+00 Si
0.00000000e+00 -2.87106750e+00 -2.87106750e+00 Si
0.00000000e+00 -2.87106750e+00 2.87106750e+00 Si
0.00000000e+00 -2.87106750e+00 8.61320250e+00 Si
0.00000000e+00 2.87106750e+00 -2.87106750e+00 Si
0.00000000e+00 2.87106750e+00 2.87106750e+00 Si
0.00000000e+00 2.87106750e+00 8.61320250e+00 Si
0.00000000e+00 8.61320250e+00 -2.87106750e+00 Si
0.00000000e+00 8.61320250e+00 2.87106750e+00 Si
0.00000000e+00 8.61320250e+00 8.61320250e+00 Si
5.74213500e+00 -2.87106750e+00 -2.87106750e+00 Si
5.74213500e+00 -2.87106750e+00 2.87106750e+00 Si
5.74213500e+00 -2.87106750e+00 8.61320250e+00 Si
5.74213500e+00 2.87106750e+00 -2.87106750e+00 Si
5.74213500e+00 2.87106750e+00 2.87106750e+00 Si
5.74213500e+00 2.87106750e+00 8.61320250e+00 Si
5.74213500e+00 8.61320250e+00 -2.87106750e+00 Si
5.74213500e+00 8.61320250e+00 2.87106750e+00 Si
5.74213500e+00 8.61320250e+00 8.61320250e+00 Si
-4.30660125e+00 -4.30660125e+00 -4.30660125e+00 Si
-4.30660125e+00 -4.30660125e+00 1.43553375e+00 Si
-4.30660125e+00 -4.30660125e+00 7.17766875e+00 Si
-4.30660125e+00 1.43553375e+00 -4.30660125e+00 Si
-4.30660125e+00 1.43553375e+00 1.43553375e+00 Si
-4.30660125e+00 1.43553375e+00 7.17766875e+00 Si
-4.30660125e+00 7.17766875e+00 -4.30660125e+00 Si
-4.30660125e+00 7.17766875e+00 1.43553375e+00 Si
-4.30660125e+00 7.17766875e+00 7.17766875e+00 Si
1.43553375e+00 -4.30660125e+00 -4.30660125e+00 Si
1.43553375e+00 -4.30660125e+00 1.43553375e+00 Si
1.43553375e+00 -4.30660125e+00 7.17766875e+00 Si
1.43553375e+00 1.43553375e+00 -4.30660125e+00 Si
1.43553375e+00 1.43553375e+00 1.43553375e+00 Si
1.43553375e+00 1.43553375e+00 7.17766875e+00 Si
1.43553375e+00 7.17766875e+00 -4.30660125e+00 Si
1.43553375e+00 7.17766875e+00 1.43553375e+00 Si
1.43553375e+00 7.17766875e+00 7.17766875e+00 Si
7.17766875e+00 -4.30660125e+00 -4.30660125e+00 Si
7.17766875e+00 -4.30660125e+00 1.43553375e+00 Si
7.17766875e+00 -4.30660125e+00 7.17766875e+00 Si
7.17766875e+00 1.43553375e+00 -4.30660125e+00 Si
7.17766875e+00 1.43553375e+00 1.43553375e+00 Si
7.17766875e+00 1.43553375e+00 7.17766875e+00 Si
7.17766875e+00 7.17766875e+00 -4.30660125e+00 Si
7.17766875e+00 7.17766875e+00 1.43553375e+00 Si
7.17766875e+00 7.17766875e+00 7.17766875e+00 Si
-1.43553375e+00 -1.43553375e+00 -4.30660125e+00 Si
-1.43553375e+00 -1.43553375e+00 1.43553375e+00 Si
-1.43553375e+00 -1.43553375e+00 7.17766875e+00 Si
-1.43553375e+00 4.30660125e+00 -4.30660125e+00 Si
-1.43553375e+00 4.30660125e+00 1.43553375e+00 Si
-1.43553375e+00 4.30660125e+00 7.17766875e+00 Si
-1.43553375e+00 1.00487363e+01 -4.30660125e+00 Si
-1.43553375e+00 1.00487363e+01 1.43553375e+00 Si
-1.43553375e+00 1.00487363e+01 7.17766875e+00 Si
4.30660125e+00 -1.43553375e+00 -4.30660125e+00 Si
4.30660125e+00 -1.43553375e+00 1.43553375e+00 Si
4.30660125e+00 -1.43553375e+00 7.17766875e+00 Si
4.30660125e+00 4.30660125e+00 -4.30660125e+00 Si
4.30660125e+00 4.30660125e+00 1.43553375e+00 Si
4.30660125e+00 4.30660125e+00 7.17766875e+00 Si
4.30660125e+00 1.00487363e+01 -4.30660125e+00 Si
4.30660125e+00 1.00487363e+01 1.43553375e+00 Si
4.30660125e+00 1.00487363e+01 7.17766875e+00 Si
1.00487363e+01 -1.43553375e+00 -4.30660125e+00 Si
1.00487363e+01 -1.43553375e+00 1.43553375e+00 Si
1.00487363e+01 -1.43553375e+00 7.17766875e+00 Si
1.00487363e+01 4.30660125e+00 -4.30660125e+00 Si
1.00487363e+01 4.30660125e+00 1.43553375e+00 Si
1.00487363e+01 4.30660125e+00 7.17766875e+00 Si
1.00487363e+01 1.00487363e+01 -4.30660125e+00 Si
1.00487363e+01 1.00487363e+01 1.43553375e+00 Si
1.00487363e+01 1.00487363e+01 7.17766875e+00 Si
-1.43553375e+00 -4.30660125e+00 -1.43553375e+00 Si
-1.43553375e+00 -4.30660125e+00 4.30660125e+00 Si
-1.43553375e+00 -4.30660125e+00 1.00487363e+01 Si
-1.43553375e+00 1.43553375e+00 -1.43553375e+00 Si
-1.43553375e+00 1.43553375e+00 4.30660125e+00 Si
-1.43553375e+00 1.43553375e+00 1.00487363e+01 Si
-1.43553375e+00 7.17766875e+00 -1.43553375e+00 Si
-1.43553375e+00 7.17766875e+00 4.30660125e+00 Si
-1.43553375e+00 7.17766875e+00 1.00487363e+01 Si
4.30660125e+00 -4.30660125e+00 -1.43553375e+00 Si
4.30660125e+00 -4.30660125e+00 4.30660125e+00 Si
4.30660125e+00 -4.30660125e+00 1.00487363e+01 Si
4.30660125e+00 1.43553375e+00 -1.43553375e+00 Si
4.30660125e+00 1.43553375e+00 4.30660125e+00 Si
4.30660125e+00 1.43553375e+00 1.00487363e+01 Si
4.30660125e+00 7.17766875e+00 -1.43553375e+00 Si
4.30660125e+00 7.17766875e+00 4.30660125e+00 Si
4.30660125e+00 7.17766875e+00 1.00487363e+01 Si
1.00487363e+01 -4.30660125e+00 -1.43553375e+00 Si
1.00487363e+01 -4.30660125e+00 4.30660125e+00 Si
1.00487363e+01 -4.30660125e+00 1.00487363e+01 Si
1.00487363e+01 1.43553375e+00 -1.43553375e+00 Si
1.00487363e+01 1.43553375e+00 4.30660125e+00 Si
1.00487363e+01 1.43553375e+00 1.00487363e+01 Si
1.00487363e+01 7.17766875e+00 -1.43553375e+00 Si
1.00487363e+01 7.17766875e+00 4.30660125e+00 Si
1.00487363e+01 7.17766875e+00 1.00487363e+01 Si
-4.30660125e+00 -1.43553375e+00 -1.43553375e+00 Si
-4.30660125e+00 -1.43553375e+00 4.30660125e+00 Si
-4.30660125e+00 -1.43553375e+00 1.00487363e+01 Si
-4.30660125e+00 4.30660125e+00 -1.43553375e+00 Si
-4.30660125e+00 4.30660125e+00 4.30660125e+00 Si
-4.30660125e+00 4.30660125e+00 1.00487363e+01 Si
-4.30660125e+00 1.00487363e+01 -1.43553375e+00 Si
-4.30660125e+00 1.00487363e+01 4.30660125e+00 Si
-4.30660125e+00 1.00487363e+01 1.00487363e+01 Si
1.43553375e+00 -1.43553375e+00 -1.43553375e+00 Si
1.43553375e+00 -1.43553375e+00 4.30660125e+00 Si
1.43553375e+00 -1.43553375e+00 1.00487363e+01 Si
1.43553375e+00 4.30660125e+00 -1.43553375e+00 Si
1.43553375e+00 4.30660125e+00 4.30660125e+00 Si
1.43553375e+00 4.30660125e+00 1.00487363e+01 Si
1.43553375e+00 1.00487363e+01 -1.43553375e+00 Si
1.43553375e+00 1.00487363e+01 4.30660125e+00 Si
1.43553375e+00 1.00487363e+01 1.00487363e+01 Si
7.17766875e+00 -1.43553375e+00 -1.43553375e+00 Si
7.17766875e+00 -1.43553375e+00 4.30660125e+00 Si
7.17766875e+00 -1.43553375e+00 1.00487363e+01 Si
7.17766875e+00 4.30660125e+00 -1.43553375e+00 Si
7.17766875e+00 4.30660125e+00 4.30660125e+00 Si
7.17766875e+00 4.30660125e+00 1.00487363e+01 Si
7.17766875e+00 1.00487363e+01 -1.43553375e+00 Si
7.17766875e+00 1.00487363e+01 4.30660125e+00 Si
7.17766875e+00 1.00487363e+01 1.00487363e+01 Si
